Name,Stars,Reviewed_Country,Date,Verified,HelpfulVotes,Title,Review
utk787,1,India,20-10-2019,FALSE,2,A big flaw for indian market,"Using a proprietry power connector for power supply is a big flaw for indian market, where power outage is common, I have my speakers and modem connected with a ups and i am forced to keep alexa at the same place where it doesnt pickup my voice most of the time. A Micro usb port would have been better. I can connect a powerbank to it to make this device portable. In that sense i think google mini is better"
Indian Tech Advice,4,India,19-11-2020,FALSE,0,I Gave 4 out of 5 Star,"This is the first Echo I have owned. So far I am loving everything that it does from to do lists to news updates and linking my calendar to playing music. It is very convenient and hopefully in the future I will buy more products for it to control like my thermostat and lights. That being said I am wondering why in the world, it being an amazon product, does it not control my amazon fire stick! This is so fustraiting and I hope that amazon will come out with an update soon that will allow the echo to have this option! It seems like it can literally control everything except for the fire stick. This is why I gave it a 4 out of 5 stars."
Bakul T,3,India,28-02-2020,FALSE,0,No parental controls,No parental controlsWe got this as a gift for our child so that she could request her own songs or ask questionsYou can label this as the kids room device but it has absolutely no way to configure age of the person who will be using itI see this as a glaring gap. I believe Google home has it. The Kindle has it. I know Alexa kids edition has been released in the USBut the expectation here is to just allow parental controls to be kept onVery disappointed with this basic miss
Amit,5,India,01-10-2019,FALSE,1,Alexa rules,"I was not sure why i need this until I bought it.like :1. sound quality2. can control my TV and other things.3. can place orders , know current news etc.dislike :1. I am looking for a led bulb with atleast 2300 lumens and some other items but most of them are still not available in market. (9-14 watt in not serving the purpose)2. can't use it at all in case of internet connectivity issue, it should have some memory area where some songs or other stuffs can be used offline."
AMARANBU,4,India,16-08-2019,FALSE,2,Good :),Pro+Sound quality is good+Controll my light perfectly+Connect with other device easily*Alexa call is good and usefull+Wakeup alarm is very very usefullNeed to improve+ Alexa need to support tamil language for voice comments+All the mic are on the top only if one or 2 mic in sidewords it will hear better+Song selection from Alexa is difficult for tamil movie songs
Kapil P.,4,India,08-08-2020,FALSE,1,Satisfactory,Used this device for about a couple days now and so far I've observed it can play any English song you ask pretty easy but when asked about a hindi song it either plays a wrong song or it can't understand. Hence asked Alexa to change her language to indian English and Hindi. Now the accent and voice is of a Indian lady and not the original US English accent but still face difficulty in getting it to play the hindi songs I request. But I guess it will learn to recognise my words slowly. Although it's a wonderful device with many uses but it needs to work on getting the right hindi songs.
Rinu Shri Garg,5,India,05-10-2020,FALSE,2,Just one drawback,"The only drawback that it has is that it's non-chargeable. You are supposed to plug in everytime you want to use it. Also, since it has a limited cloud data on which it searches for the songs you are looking for, it sometimes is unable to find some lesser known songs. I tried a few songs, used the name of singer as well, but it wasn't able to find the correct one. Other than that, it's perfect."
Jagveer,5,India,15-10-2018,FALSE,6,Buy it now or regret later.. perfect for home,I got this product delivered on 10th october and was launched on 11october. What a great delivery. The major difference between second generation and third generation echo dot is.. the sound which is very high in echo dot and also it has 5 microphones so even if the music is loud alexa work can be heard easily. At 2999 introduction priceIts a steal deal. Did lot of stuff like booking pkayed quiz beside playing only songs.
Mansi singh,5,India,07-10-2020,FALSE,1,ALEXA IS HERSELF A MEMER,"Nothing to say , ask others have already described it's technical features, just try asking her, ""hey Alexa, Rasode mein kaun tha?"".....I am surprised that how's she precisely updated with everyday's twitter trending,I liked it's precision...PS...I returned this to buy a battery version of it ....it's much better.Press helpful if you liked this( • ‿ • )"
Pradeep kumar,1,India,06-07-2021,FALSE,2,Worthless and waste of money,The media could not be loaded.  I just baught this product before 15 days and its not geting on now within 15 dayS and i dont have an option to replace it now friends 1 week i used this product its and found its a worthless product and waste of money voice catching frquency is very low we have to put it in our hand to give this a voice command.please help me to replace it or repaire it
Abhishek Singh Chauhan,1,India,19-11-2018,FALSE,6,Alexa is awful at seraches,"Alexa is very bad in searching things. It every time says ""Sorry I don't know"" bleakly. She even cannot tell about the search engine she uses. For your information, she using Bing. Yucks!There is only buzz for alexa while google home is far far superior than it. Very bad experience. I'm not at all amused by this.Rest of the things are at par with google home but google home wins in the end.And alexa ""Sorry I don't know"" but you're a garbage"
Himanshu yadav,1,India,21-10-2018,FALSE,7,Bad experience,"Complete waste of money, neither I can connect my phone to echo. Dot via Bluetooth nor able to play song of u tube , works on regular power supply thru adapter no battery included."
Amazon Customer,3,India,30-08-2021,FALSE,1,Average experience,"गूगल होम की तुलना में एलेक्सा को नॉलेज कम है गूगल सर्च करने में सक्षम नही है ज्यादातर सवालों पर उत्तर मिलता है "" सॉरी मुझे ये नही पता ""। जबकि गूगल असिअटेंट लगभग हर सवाल का जवाब दे देता है । बाकी साउंड क्वालिटी अच्छी है गाने सुनने के लिए ले सकते है लेकिन उसमें भी ज्यादा स्ट्रीमिंग प्लेटफॉर्म के ऑप्शन नही है । कभी बोलता है सॉरी मुझे ये गाना नही मिला । वही गाना तुरंत दोबारा बोलने पर प्ले हो जाता है पता नही तब कहाँ से मिल जाता है ।ओवरऑलGood sound qualityPoor searcher/knowledgeableAverage voice response"
Sudip,3,India,17-07-2019,FALSE,1,"It’s used to be good, now it’s not so good.","I have 3 of them. The first one was great. The second one was ok. But, the problem is that older it’s getting the lesser intelligent it’s becoming. Or are we getting smarter?First of all you really have to shout to make it heard in a 10/12 room. Secondly, it does what you ask it to do after several attempts. 75% of the time you have to repeat yourself to get what you ask for.In short, the AIplatform needs to be upgraded or else it’ll just become a Bluetooth speaker."
Different,5,India,21-08-2019,FALSE,0,"Ultimate, suberb, loving it.","I am in love with this product. It has everything I want in it, Bluetooth connection, deep sound, unlimited music with Amazon prime and saavn, gorgeous looks with RGB lights casting option directly from mobile app, built quality, pair function with other echo dot and working as left and right pair. And at such great price. I have 3 of these devices and I love them. I also own Google mini but I never used it after owning these echo devices.All in all we are taking these things for granted but I can tell you so many people in R&D must have worked really hard to make products that change our lives and the way we live"
Viruti,1,India,25-10-2018,FALSE,9,Frequent noise and restart.,"Purchased a device for my home automation, and it screwed up. Frequently it's giving a distorted notice and getting restart automatically. Thought it might be due internet provider ACT fiber. But bluetooth had also been same issue after playing few songs and my mobile started playing on its own. Now I am going to return it. Looks a product issue."
Saibal Goswami,2,India,05-06-2019,FALSE,1,Very Poor Response and less language option,"I bought it offline from an Amazon store. Though it's true that the Sound and connectivity is okey.#1. The Language option is very poor. It's been the 3rd Gen version, still it does not understand Bengali and Hindi well.#2. Google Home's language performance is much better.#3. Does not at all understand the request / order for songs very well. Needed to ask for the song ""500 miles"" for 6 times before getting the right song. Need to develop a lot.#4. Make it more communicative.#5. Does not listens and have no patient."
Smith,3,India,22-07-2019,FALSE,0,Not satisfied,"I wasn't able to order from zomato , says some connectivity issue, I had to repeat things for it to listen, I got exhausted giving instructions to it speaking loud, I felt doing things on my own is much better, however the best part which I found is that it helps us keep a track of things by reminding us always and not allowing us to loose track of things. I only used it for two days, have to see if this device is really useful or not. For now, i feel there are both pros and cons"
RV,1,India,08-10-2020,FALSE,2,"Terrible product, google assistant in phone works better.","Nothing in this product is working as it is supposed to, small problems first,1. It won’t give me updates from amazon orders, no matter what I do and how many times I reset it.2. There is always a connection problem with connecting Bluetooth speakers and sub to it.3. Gives unreasonable answers to questions, tbh, google assistant in my phones works far better.4. Can’t differentiate 2 people using voice.5. You either talk, shout or scream and it still won’t hear you properly.The second gen echo dot is a pure disappointment to say the least, I am never going back to echo ever again."
jd,4,India,10-10-2019,FALSE,1,Voice recognition/understanding not that good as it's build,"The Echo Dot 3rd Gen is comparatively good that than it's predecessor. The sound quality is improved, however there are two things that I would like to being to the notice of it's manufacturer or would say the developers rather. The bluetooth connectivity is no good. it's very difficult to connect to any other bluetooth device. Now coming to the main part of the Echo : voice recognition or rather would say it's integration. The Indian voice is a disaster. Half of the time you will have to repeat even for the simpler terms and words. Half disappointed, else it's good."
Vibhav,5,India,23-11-2020,FALSE,0,A must buy for every modern household,"Amazon Echo devices are a necessary addition to every modern home. It makes life much easier. We have 4 echo devices in our home. Two of them have been linked to my FireTV 4K stick for surround sound. The other two are in two of our rooms and one more is being added in the kitchen. The Intercom facility is a boon as well.Our relatives connect to us with their echo devices at times. Entertainment is the basic feature of the device.In a nutshell, it is a must-buy!Hope this helps.."
blrBuyer,4,India,17-12-2018,FALSE,3,still needs development,"many times we still get the red LED with ""sorry i am haivng difficulty understanding, pls try after sometime"", so its not very stablequite a few pros, which u will see in other reviews, but one thing is that it doesnt have any battery backup, so have to hook it up to UPS and also its music services get lesser if amazon prime is not subscribed (no access to prime music then)"
RAJITH R.P,5,India,31-07-2021,FALSE,0,Be sure to buy it,"The device is quite unique and affordable. It has 4 mics and a really good speaker. You can set alarms, remainders and literally listen to every song. It uses less data while plugged in and about 100mb per hour to play songs and books. That means it literally uses less than 1-3gb per month. First of all Amazon has one of the best Customer Care services and customer friendly policies."
sreeram v p,3,India,17-07-2019,FALSE,0,Mix of compromises and improvements!,"As a first gen amazon echo dot owner, i thought these would improve the overall experience. But the first thing i noticed after setting it up was the bad speech recognition, while the first gen heard me 8 out of 10 times l, the newer one heard me only like 6 out of 10 times!, but the worst part is that the first gen actually did a better job of recognizing my commands and was more polished than this! While the first gen gave me enough time for me to speak, these would just cut me off if i stuttered while the command,.. They wont give the beep echo dot first had while changing volume.Overall the user experience is downgraded while the build and sound quality improved by a good margin! Hope they will just fix these small issues by just cut n pasting the same echo dot first gen experience or just try to even improve on these unnecessary omissions they made!If they update it, i would give these a easy 5 stars! Great sound, great build, nicely designed,Downgraded user experience!"
Kp,5,India,06-12-2021,FALSE,0,This devices are pure Crap,"I have used my Amazon alexa for an year continuously. After that it was mostly confined to drawer. When i finally opened the box, it no more works. Amazon has third party repair sevice for out of warranty devices.They outrightly refuse to repair my device and offer me a new refurbished device. Amazon Alexa device have poor durability. They dont work for more than a year or so. Please dont purchase this device if u plan to use it for ling term purpoaes. If you are buying new devise every year this device is a good option.And coming to amazon ojt 9f warranry service offered by CTDi, Their main aim is to keep up their sale of refurbished devices. So they wint repair your device and offer u a paid replacement istead.Domt fall into this trap of buy a new device, lose the device after a year due to their poor quality and buy a refurbished one as an alternative to irreparable dwvice and this goes on.Improve the quality of the devices amazon"
Mayapur in Bengal,5,India,13-08-2019,FALSE,0,Old Age Personal Assistant,"This review is at the end of the third week of use. I use the Echo Dot 3rd generation for answering questions, setting reminders, alarms, to-do, and shopping lists. I do not use it very often for music. At my age (over 70) and being retired, a person can be more active and busier than ever before. Often we need to remind ourselves to do things such as taking medicine, do my yoga, keep up with my art class, do my accounting, practice my harmonium or other daily tasks accomplished on a schedule. Many times older people have brief thoughts that we need to remember. Remembering that thing you wanted to buy or do from the other day, of which the memory of that usually occurs in situations such as doing the dishes or taking a shower when your hands are wet so writing it down needs to be put off. Now you can yell at Alexa.I’ve told you how I use the Echo Dot, let me tell you how I feel about this purchase. I can’t believe I waited for so long to buy one of these things. The Echo Dot is a huge help for me; it's like having an assistant. I use Alexa and the Echo Dot many times a day for all of its features, including remembering things that may have otherwise gone undone or forgotten.I speak several languages, including proper English and in the last three weeks, the only time Alexa has not understood what I have said is when I have mumbled, garbled or otherwise mispronounced something. Other than those very few times voice recognition has been perfect. The Echo Dot sits on my desk; however, today I ordered a wall holder (the type without the plug just a holder) to mount it on my bookcase right in front of my home desk. The sound coming from the Echo Dot carries far into my residence and is easily heard and understood from a reasonable distance.I downloaded the Amazon Alexa app for my Android phone. You don’t need to use this app in daily use, but you will use it during device setup and review of what you have voiced onto the Echo Dot for lists, alarms, and reminders. You can also hear those by asking Alexa. And thank goodness you don’t need the Alexa app for more than that. It’s awful. I think the word “awful” is the most used in all the reviews. Almost always your Alexa app will say that your Echo Dot is offline when it is never offline. Most of the studies agree with this. So yes, if you buy an Echo Dot, you will download and use the Alexa app, but after setup, I’ve not found any use for it other than to touch the button on my phone to see when the app works and does not work. My Echo Dot works 100% of the time, and if the internet to the house is working the Echo Dot will be working correctly and automatically.This purchase of the Echo Dot has been a big boost for me. I am happy to have moved forward technology-wise with this device. For anyone who wants more productivity in their life, this is a good buy. And now, I have something to say to Alexa before I sign off: Alexa, wake me up from my nap in 30 minutes.90 day update: See picture of the wood stand. Using daily for everything the Echo is designed to do. Voice recognition near perfect. I can have my back to the Echo from across the room and yell out a command no problem. I've added a couple of Skill Blueprints which have been excellent. I am using many reminders which have been a boon to my productivity. Had a local carpenter make a wood stand made for above my desk to hold the Echo Dot and my camera."
ARUN KUMAR J,1,India,10-08-2021,FALSE,1,"Too worst to bad it's just entertainment play songs for kids, nothing any use","Don't waste your money, it's just fun toy like that, if you talk local language then it's just sorry I don't understand and I don't know. It's only in Hindi and English language only and playing songs, there is no local language news also, it's to worst to bad don't buy and don't waste your money"
Naveen Kottamasu ,1,India,30-06-2021,FALSE,1,Worst quality packaging materials,I brought two speakers on a sale. Waited for a few months to install when we move to our new home. And placed them in a cardboard box which contains a lot of cardboard boxes of electronics. Termites are attracted to the amazon echo boxes and made a mess and ate almost all the three echo dot boxes. And most interestingly the remaining boxes are stood firm. I don't know what to do now. Please help me Amazon.
POOJAN,5,India,25-10-2021,FALSE,3,Good Product,"Frankly speaking, I am highly satisfied by the quality of the Echo dot but talking about Bulb it wasn't working perfectly. It wasn't showing all the colors. Thanks to the gentlemen seller He got me my replacement. So I would give an overall 5 stars."
janak,4,India,04-12-2020,FALSE,0,Device is great but I GOT BORED!,"This is a good device (or should I say a Toy). It works exactly as promised. So, no complaints over there.BUT,This is more like a toy to me. The day when I bought this I was very excited to use it but eventually my interest faded and now it is just lying around the house. I use it some times to listen to music nothing more because kab tak aap use weather ya news puchoge ya bate karoge. I even have a fire TV stick to pair it with and use voice commands but it is not perfect search so I end up using remote. I even have a wipro smart bulb but the story remians the same.YOU WILL EVENTUALLY (1 WEEK IN MY CASE) GET BORED WITH THIS TOY."
Ravi Bagri,4,India,07-06-2019,FALSE,0,Its Lovely but I am waiting when it'll be awesome,"Alexa is an Add on Device for me, but my family is loving it. They keep on listening to music, songs etc but when it comes to News, it switches to NDTV which I hate the most. I do not get choice to listen the News from a Particular Channel which Alexa needs to evolve either by asking the Choice or thru Self Evaluation (given the fact that it hears all the conversation even those which are not being asked for)."
kaivalya,5,India,05-11-2019,FALSE,0,Google home is nothing infront of this,"So i know why you guys are here for.Omg why should i buy amazon echo instead of google home??So good for you here's the answer.I'll not tell you about things you know and everyone's talking about like it's mic and speakers are awsome, it's very localised etc.I'll tell you why you need this if you want this for home.1. This has communication features so people having alexa app or echo device and permission can actually call you on your echo dot.2. This has announcement features so if you are late for dinner you can announce that on your echo device from your phone.(Actually i use this feature to play ghost sounds when little kids are in my room😝)3. This has best features for home automations that google home or any other devices don't have.4. This has best features for timer tasks.5. Scheduling is much more advanced in alexa app.6. If you say turn on light in front of your kitchen echo dot it will turn on only kitchen lights. so you don't have to be specific like turn on kitchen lights like google home.(you need multiple echo devices for this as obvious)So forgot about google home and just buy it."
~Neha~,4,India,02-07-2019,FALSE,0,Echo dot for a traveller in me!,"I carry echo dot wherever I go. portable and easy to connect.At home, I connect it to my speakers and it works well. while travelling I use it in my room, max volume is perfect for a room. My son 7yrs, asks questions and in most cases gets appropriate answers. Voice recognition is decent, say 15-20 small steps away it does recognize. Smart speaker for budget friendly customers.The max volume could have been higher. Vol 10 is max and it not very loud, good for a mid-size living room. Need additional speakers for party. Limited amazon music collection and many songs may not be in the list. Also, you need to keepp it on charge at all times to use it, no battery option available at the moment."
NISHKARSH KRISHNATRAY,4,India,20-09-2020,FALSE,2,MUST BUY PRODUCT,"If you’re in the market for a cheap wireless speaker that can make calls, control your smart home and play the occasional song or two, the Amazon Echo Dot is easily one of the best smart speakers on the market for you – even better than the Google Home Mini in terms of call quality and music playback."
vinay,3,India,10-06-2021,FALSE,0,Ok,"Not happy it's an ok product as it does not catch things fast, to add on Amazon prime would have worked better if it sinks in with you tube and Google along with added new features ( off old and new).Another annoying thing is it keeps giving the entire description (ex - song or any movie ) which cannot be put off.It's goes not have want I want."
Abhik Das,5,India,22-10-2018,FALSE,2,Very Very happy with Echo 3rd generation... :),"First of all kudos to Amazon for fast n timely delivery....This is beyond imagination....awesome sound with great bass and clarity and man o man what a loud sound....I was shocked with the loudness at level 10 maintaining the clarity and bass....I bought it in introductory offer at 2999 and trust me the sound only is leaps n bounds ahead of other bluetooth speakers(I personally own boat stone 200 and jbl go) at that price range and beyond...in other words,if u wanna buy a bluetooth speakers,it's better to go for this one....Setting Alexa was a bit tricky(at least for me),but once done I couldn't keep myself from smiling....the build quality is far better than generation 2 and now looks a lot premium and bold....the light ring is something that makes you keep looking at it....Only thing I feel is missing is that there should have been a battery inbuilt....rest all is best....Can't really compare with Google home coz don't won it but what I have heard is that AI is somewhat better in Google than Amazon echo....Just got for it guys,definitely won't regret it...."
Sanjay Saxena,5,India,20-10-2018,FALSE,2,Excellent Product at a Great Price,"Amazing product, fortunate to pick this up during your Sale. I already bought the Echo last year during its launch, I was keen to buy the Echo Connect but it was not launched in India, so bought this one at a price similar to what it would have costed me to buy the echo input (Wired connection)"
Devanshu Srivastava,5,India,17-02-2020,FALSE,0,All you need to know about Amazon Echo Dot,"Superb purchase made during the Great Indian Festival Sale by Amazon. I feel so good that I made a right decision of buying this wonderful product by Amazon. It's a small speaker but the sound is enough for a medium to large sized room. It connects with my home Wifi seamlessly.This smart speaker supports voice recognition and it can recognise my voice which is truly amazing.Sound quality is very good and it has a nice clear sound which is loud enough.Alexa integration is the main feature of this product, which is why it's a must-buy for every smarthome.The speaker connects to all my smart devices, namely, Amazon Fire Stick, Wipro Smart Bulb, Wipro Smart Batten, and Wipro Smarthome. It makes my life so easy!Alexa has a lot many supported apps and the number is increasing everyday. You get a lot of interesting apps to use with Alexa. For example, you can order Uber cabs, ask time, play a game, listen to music and what not. This speaker truly leverages the power of Amazon Alexa."
Fazal Abbas,3,India,16-10-2018,FALSE,6,Not good for conversation (unclear/messy) sound,"Pros:1. Powerful Bass(sound) for songs2. Exceptional hearing capabilities3. Host of services/skills and you can configure as per your choice4. Reasonable priceCons:1. No battery2. Messy sounds for conversation due to heavy Bass3. Can't set(bass, treble) different sound profile for conversation and Music4. Can't set it to recognize your voice means any one(any human being) can command your device5. Limited search capability than Google mini due to using own search engine"
Sandeep Parikh,1,India,17-11-2019,FALSE,2,"Dont buy, poor quality hardware and software.","Pathetic product. In less than 7 months the device has stopped working. It does not respond to voice commands.On 2 earlier occasions the software crashed and I had to reset and reconfigure the device.Now Amazon will replace it with a old refurbished device. Very poor warranty.If it was possible to give a zero star rating, I would give it."
Neeraj Kashyap,5,India,28-10-2020,FALSE,2,Alexa Echo dot review,"The media could not be loaded.  Sound quality is good,fast response,easy to use.it is a good product and for those who are not much aware about the technology they can also operate easily.you can listen news and if you are feeling bored alexa can tell you good jokes.i m also using wipro smart bulb with Alexa and it is working awesome.i found only one issue sometimes alexa does not respond I think because when we give command from long distance I mean because of mic but overall good product."
Sandeep P Shintre,5,India,19-01-2020,FALSE,0,Worth the money go for it.,Good Product go fir it.Pros:1.Easy to configure and set the device.2.It supports All India Radio stations also like Vivid Bharti and few other regional stations.3.Response time is very quick.4.Sound is loud and clear.Good for single room or Living room.5.Support Hindi version as well.Cons:1.Always required continues power supply(requires AC power).
Yusuf,5,India,19-10-2018,FALSE,2,A totally worth it product :),I bought it from amazon great Indian sale for Rs.3000 and am totally happy with the device.• Sound quality more then what I expected.• Very good hardware.• Full premium look and feel.• 4 microphones don't fail you even in considerable noise around.• Lots of things to say to Alexa and you can add more skills using amazon echo application.• good bass.• You can even customize a few things like you can make the device listen to you by saying Computer or Echo instead of Alexa.•Even better if you have Amazon Prime subscription.• Supports bluetooth and has a audio jack.A product you won't regret. Am planning to buy another one.
Swapnil Amritkar,5,India,02-11-2020,FALSE,3,My Office is now smarter.,"Works seamlessly.No issues so far.Never ignored what I said.Controlls AC, Computer Power, Lights, Music, etc. I'm so happy that I've an assistan that doesn't need any salary."
jovi,5,India,05-10-2019,FALSE,0,Worth every penny,"Excellent product.Bought for the price of 1999/- (during great Indian festival) cherry on the cake was the wipro smart bulb that came free worth 599/- and was easily integrated with Alexa.The sound quality is great for a small bedroom. Alexa voice recognition is also superb.With or without discounts, its a great piece of tech to add to your household.Kids will love it too!!!"
Shan,4,India,19-09-2020,FALSE,1,Good device for the price,Great service at a great price. Thank you Amazon.The voice recognition is pretty good. But for this price you get a speaker quality which is decent. Not really so great. You can take it around with you wherever you go. We like to keep it in the hall which is large but it works power pretty well and covers the whole hall. The volume is loud enough for a big room for sure.
J Sai Chaitanya,5,India,09-02-2021,FALSE,1,Loving it,"Voice is clear . Recognizes 90% of the telugu movie names and songs. Change the way your search for a regional song , Specify the movie name , eg: Alexa play athilokasundari from Sairainodu and there you go ..... songs plays.Go for it .. its funs...Go it 2499 in the sale . Completely worth it."
Sneha Yadav,1,India,29-07-2021,FALSE,1,Do not ever buy this,"Dont fall for this. Though it feels good when it plays few songs however in most of the cases it wont recognize your voice. Also, at high volumes, you will keep on shouting Alexa, Alexa and it wont hear you.Just a stupid toy, may be for kids"
Husnain,5,India,15-10-2018,FALSE,4,"Awesome Product Just Buy , Go Get It","Product Is Far Better Than Eco Dot (2nd Gen) , Sound Quality is impressive ( Equal To Google Home Mini), Product is Slightly Heavy Than Previous Model , Bass Is Improved , Texture is Improved, Sound is Loud and Clear , So Dont Think Too much Just Go For It , Alexa Wont Let You Down cheers To All , Happy Buying :) :) :)"
Customer,4,India,05-12-2018,FALSE,0,Good hardware but unfriendly App.,"Product quality is good. But the App is very bad and lot of improvement required to make it user friendly. I really had very tough time to install. Till now I couldn't use the internet available in the installed mobile as it is asking only Wi-Fi. So, I had to install the App in some other mobile and use my mobile internet. The unfriendly software made me to regret the purchase during initial days but now the better sound quality (hardware) and great voice recognition made me to slowly love this product."
M. S.,2,India,03-09-2019,FALSE,0,Its useless if you do not subscribe to Amazon Prime as most of the features are tied to it.,Positives:* Nice compact sturdy design* Surprisingly good quality of sound* Ease of connectivityNegatives:* Needs to be connected all the time to power if you need to use it. Not too portable in spite of portable size!!* Requires subscription to Amazon Prime for most of the features* Google collects all your likes and dislikes through the use of the device and will know your preferences which is very very scary
Clint Johny ™,4,India,11-08-2019,FALSE,0,I finally got it.,"I have always been a fan of virtual assistants. So when there was amazing offer which gave me e the echo dot along with the syska smart bulb for under 3000 rupees I went for it. Initial impressions it works as advertised however I am not sure if the one or two times I use this on a daily basis to turn off the light it is worth the amount I paid. Is not anything else it works as a smart speaker and you can tell Alexa to play songs at the convince of your voice. It's want to talk to Alexa and laugh at funny responses. Alexa isn't as smart as you want it to be and a lot of you questions are responded with ""I don't know that"".If your locality has a lot of power outages it might be a problem specially sense Alexa takes about a couple of minutes to reconnect if it loses power. It also will not work if you don't have an active internet connection which is a huge bummer. But overall I'm very happy with the purchase and I would recommend others to give it a try as well. I hear some people use it to learn English."
Amazon Customer,5,India,20-10-2020,FALSE,0,Worth the price and feature.... must have device for all your smart needs.,The best you can get...served the purpose to next levelI bought this Alexa dot 3rd generation just to try out how it works.(my first wifi device)What I got:1. Haven’t tried other portable speakers yet but can’t ask for better sound quality... it’s amazing.2. Easily connected with amazon fire stick .... you command and it serves..like playing any track or movies on amazon prime and Netflix3. Connects with iPhone or android mobile and any Bluetooth speaker and turns your normal Bluetooth speaker of your choice to a smart speaker( used on f&d 6000 using Bluetooth audio adopter)4. Got the combo deal with Wipro 12w smart bulb at 2349 during sale and magic begins.5. At high volume Alexa recognise your voice command like anything.6. Ask Alexa for ordering foods and cab service( although not available to my place) but it gives you proper information.7. Connects even on using mobile hotspot with jio connection.Thank you amazon for such an nice product.PS: Delivery at remote place in Punjab within 48 hrs of order and thanks to delivery person who came at 8 o’clock in the morning.
sanskriti prakash,1,India,11-09-2021,FALSE,1,WORST!,"I bought my first smart speaker hoping that it might turn out to be a good experience.Alexa doesn't get the commands properly except for start or stop. I was so annoyed at last, that I started playing via bluetooth.Coming to Bluetooth, It never connects to some devices properly and the one where they are connected to, faces the issue of connecting/ disconnecting or sometimes no sound at all.Not portable at all.Sound quality is fine if played in a room.My overall experience was not too relaxing cuz with this kind of device comes testing of patience."
Ninosha,5,India,09-10-2019,FALSE,0,Nice,"I got it on sale. It's perfect for my room. I've hooked it up by a cable to my Bluetooth speaker. I only wished it worked on battery. Having said that I did have trouble with it once, when it wouldn't connect to the wifi on resetting the device. It took me more than a day to figure it out. The help provided by Amazon Customer services in relation to Alexa devices on speaking to them seemed like I would get a replacement but keep in mind that it's not so, you will be offered a refund but not a replacement as far as my experience is concerned. Thankfully I got my product to work before the agent came to collect it."
Robin Raj,4,India,02-07-2021,FALSE,0,Great product with nice feature but repair of this product is not possible in India,"The product is really good and works fine as per the expectation.Though the proble is once it gets hardware proble as in my case due to fluctuation in power, speaker of my device got damaged. Then I had sent it for repair but in india they can't open the device and repair it hece I was offered to buy refurbished decice at 2000 with just 3 months warranty hence it is like almost paying for a new device with just 3 month of warranty rather than 12 months. Again once 3 month is over for the refurbished device you are on your own if device gets any fault. Hence the vecious cycle of buying refurbished item or new device will continue as there is no option to repair in India. Hence over dependency on this item will invite this unavoidable vecious circle."
inspiration,4,India,21-03-2021,FALSE,0,Good speaker for songs only.,"I'm very happy with my purchase.Initially it feels little bit weird talking to a speaker but you get used to it.Later on talking to Alexa becomes a part of your daily life.✅Things which I like the most are stated below:👍The sound quality is very good.👍You get good depth of sound.👍You can ask any random questions to Alexa.👍It can speak and understand Hindi and English languages.👍It does play all musics from all languages.👍It can tell jokes.👍I also played KBC with Alexa.❌Things which I don't like are:👎Sometimes it is unable to understand what you said.👎Most of time Alexa reply ""Sorry"" because she don't know the answers of our command/questions.👎It is a good music player but poor assistant.👎It plays certain songs again and again and doesn't let you skip.👎You have to set a play list in your phone or device from which you are operating Alexa. Otherwise you will keep on saying ""Alexa play this song. Alexa play that song.""👎If you won't set any playlist it will stop after every song.👎It is not battery powered.👎has to be kept plugged in all the time."
Dev S.,1,India,16-06-2019,FALSE,2,Not worth the money spend. Takes peace and patience away.,Super poor product. No doubt Amazon has to offer discounts to push it. Previous generation echo was better. Mic quality is pathetic. It does not listen to you if the volume is had been maxed up. Claims about Alexa following commands from other end of room are false. It fails to work from 3 feet as well. Super poor product not worth 10% of its price. Feel Disappointed and cheated
Dr. URVISH MISTRY,5,India,28-11-2020,FALSE,0,A Perfect Device with Minor Inconveniences,"This was my second echo dot purchase. However, everything is similar to the first one, I find this one a tad bit quicker to answer queries. I do not know the reason nor can I find one for it to be.Meanwhile, white color is totally white and can be a bit problem if you're using it in a broad open space which may cause it to get dirty from dust.The voice recognition is perfect. However, like Google Nest Home devices, I would like personalized results from voice identification. That would certainly give these device lineup an edge.Spotify device casting is excellent. I find it faster than Google devices. The sound is a bit muffled though due to side firing (?) speaker. I believe one should go for 4th Gen devices from now on.Home automation is a breeze with these devices. I've set up multi room audio and it's one thing that I can say is worth all the money. You may also set up two dots as stereo speakers too.Overall, this is a great device. Just bear in mind, 4th gen is a remarkable improvement over this one."
Vishi Khandelwal,5,India,25-10-2019,FALSE,1,Great Speaker,"The speaker is great and has great features. The best part is its integration with my Amazon Fire stick. I also have a google home mini and out of both of them, echo dot wins any day. The sound quality and voice recognition is great too. I personally love the multi colour ring light on the top."
Dhiren,3,India,19-09-2020,FALSE,0,There is no difference in New Alexa,"What is improved from the earlier generation? My feeling is Amazon need to enrich skills at the backend and ""any generation Alexa"" could use them seamlessly. Also required is the isolation mode - where in Alexa can be configured to do only specific skills rather than responding to noise (conversation not directed for Alexa - e.g. you are referring to Alexander the Great and Alexa in the room starts speaking and disturbing).."
